method,ranker,dataset,category,target_idx,L,r_before,r_after,score_orig,score_adv,nrg,success@0.1,promote@0.1,success@0.2,promote@0.2
clean,bge-reranker-v2-m3,rewrite_to_rank,Vitamins & Supplements,10,10,1,1,0.05234149843454361,0.052341509610414505,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Womens Clothing,1,10,5,5,0.011378598399460316,0.011378609575331211,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Womens Clothing,2,10,10,10,0.0006859592976979911,0.0006859605782665312,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Womens Clothing,3,10,2,2,0.018365906551480293,0.018365895375609398,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Womens Clothing,4,10,3,3,0.01565951108932495,0.015659546479582787,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Womens Clothing,5,10,1,1,0.031198764219880104,0.031198831275105476,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Womens Clothing,6,10,7,7,0.0030108988285064697,0.0030109030194580555,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Womens Clothing,7,10,6,6,0.004987044725567102,0.004987056367099285,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Womens Clothing,8,10,8,8,0.001773769618012011,0.0017737613525241613,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Womens Clothing,9,10,9,9,0.0015633032890036702,0.001563297351822257,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Womens Clothing,10,10,4,4,0.014772312715649605,0.014772271737456322,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,books,1,10,3,3,0.023387935012578964,0.023387867957353592,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,books,2,10,8,8,0.010431167669594288,0.010431152768433094,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,books,3,10,6,6,0.013748305849730968,0.01374831236898899,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,books,4,10,7,7,0.011498953215777874,0.011498953215777874,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,books,5,10,9,9,0.010290117934346199,0.010290074162185192,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,books,6,10,2,2,0.03914111852645874,0.03914115950465202,0.0,0,0,1,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,books,7,10,4,4,0.021980920806527138,0.021980978548526764,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,books,8,10,5,5,0.018242226913571358,0.018242206424474716,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,books,9,10,1,1,0.04303424805402756,0.04303411394357681,0.0,1,0,1,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,books,10,10,10,10,0.009890614077448845,0.009890617802739143,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,cameras,1,10,10,10,0.03148755431175232,0.031487513333559036,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,cameras,2,10,1,1,0.11449268460273743,0.11449216306209564,0.0,1,0,1,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,cameras,3,10,6,6,0.05949723720550537,0.059497345238924026,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,cameras,4,10,7,7,0.05670100450515747,0.056701041758060455,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,cameras,5,10,4,4,0.0776144415140152,0.07761451601982117,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,cameras,6,10,8,8,0.04940813407301903,0.04940792918205261,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,cameras,7,10,2,2,0.086362823843956,0.08636312186717987,0.0,0,0,1,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,cameras,8,10,3,3,0.08093904703855515,0.08093904703855515,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,cameras,9,10,5,5,0.07385961711406708,0.07385973632335663,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,cameras,10,10,9,9,0.04557608813047409,0.04557573422789574,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,coffee_machines,1,10,10,10,0.0557427704334259,0.0557425320148468,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,coffee_machines,2,10,4,4,0.23232361674308777,0.23232345283031464,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,coffee_machines,3,10,3,3,0.3273710608482361,0.3273713290691376,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,coffee_machines,4,10,5,5,0.22673122584819794,0.22673329710960388,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,coffee_machines,5,10,9,9,0.12413685023784637,0.1241372600197792,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,coffee_machines,6,10,2,2,0.399120032787323,0.39912012219429016,0.0,0,0,1,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,coffee_machines,7,10,8,8,0.14003485441207886,0.14003504812717438,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,coffee_machines,8,10,7,7,0.14871005713939667,0.14870968461036682,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,coffee_machines,9,10,6,6,0.19402465224266052,0.19402524828910828,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,coffee_machines,10,10,1,1,0.5815492868423462,0.5815485119819641,0.0,1,0,1,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,election_articles,1,10,4,4,0.0026064112316817045,0.0026064112316817045,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,election_articles,2,10,8,8,0.0005080833798274398,0.0005080831469967961,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,election_articles,3,10,9,9,0.0003965918149333447,0.0003965912910643965,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,election_articles,4,10,1,1,0.00902514811605215,0.009025164879858494,0.0,1,0,1,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,election_articles,5,10,10,10,0.0003083798219449818,0.0003083800838794559,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,election_articles,6,10,3,3,0.003283714409917593,0.003283721162006259,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,election_articles,7,10,2,2,0.005280482117086649,0.005280499346554279,0.0,0,0,1,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,election_articles,8,10,7,7,0.0005406223936006427,0.0005406203563325107,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,election_articles,9,10,5,5,0.0008105460437946022,0.000810544122941792,0.0,0,0,0,0
clean,bge-reranker-v2-m3,llm_rank_optimizer,election_articles,10,10,6,6,0.0007265165913850069,0.000726517231669277,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,books,1,10,5,5,0.009566576220095158,0.009566598571836948,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,books,2,10,2,2,0.046911269426345825,0.04691110923886299,0.0,0,0,1,0
clean,bge-reranker-v2-m3,cseo,books,3,10,9,9,0.002522636903449893,0.002522627357393503,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,books,4,10,6,6,0.00883268192410469,0.008832665160298347,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,books,5,10,1,1,0.056972015649080276,0.056972015649080276,0.0,1,0,1,0
clean,bge-reranker-v2-m3,cseo,books,6,10,4,4,0.010174962691962719,0.010174992494285107,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,books,7,10,7,7,0.00832705944776535,0.008327032439410686,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,books,8,10,10,10,0.0022204057313501835,0.002220399212092161,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,books,9,10,3,3,0.021719083189964294,0.021719159558415413,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,books,10,10,8,8,0.0035545199643820524,0.003554541850462556,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,debate,1,10,2,2,0.0005698076565749943,0.0005698071327060461,0.0,0,0,1,0
clean,bge-reranker-v2-m3,cseo,debate,2,10,6,6,0.00022102553339209408,0.0002210263628512621,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,debate,3,10,7,7,0.00018303783144801855,0.00018303764227312058,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,debate,4,10,3,3,0.00041253710514865816,0.00041253710514865816,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,debate,5,10,4,4,0.0003572877903934568,0.00035728965303860605,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,debate,6,10,1,1,0.0008036760846152902,0.000803676899522543,0.0,1,0,1,0
clean,bge-reranker-v2-m3,cseo,debate,7,10,5,5,0.0003555246803443879,0.0003555245348252356,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,debate,8,10,10,10,7.719216955592856e-05,7.719231507508084e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,debate,9,10,8,8,0.00011929947504540905,0.00011929947504540905,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,debate,10,10,9,9,0.00010768904030555859,0.00010768872016342357,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,news,1,10,2,2,0.001254800008609891,0.001254801289178431,0.0,0,0,1,0
clean,bge-reranker-v2-m3,cseo,news,2,10,7,7,0.0005583199672400951,0.0005583195015788078,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,news,3,10,9,9,0.0002774828171823174,0.00027748305001296103,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,news,4,10,8,8,0.0004283956077415496,0.0004283966263756156,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,news,5,10,4,4,0.0009859012207016349,0.0009859030833467841,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,news,6,10,3,3,0.0011842128587886691,0.0011842150706797838,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,news,7,10,5,5,0.0008102036081254482,0.0008102028514258564,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,news,8,10,1,1,0.005420229863375425,0.005420242436230183,0.0,1,0,1,0
clean,bge-reranker-v2-m3,cseo,news,9,10,6,6,0.0006878793356008828,0.0006878777057863772,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,news,10,10,10,10,0.0001640821574255824,0.0001640819973545149,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,retail,1,10,7,7,0.0005411783931776881,0.0005411815363913774,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,retail,2,10,3,3,0.001179422251880169,0.001179422833956778,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,retail,3,10,8,8,0.0004145628190599382,0.0004145636048633605,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,retail,4,10,1,1,0.0017404964892193675,0.001740488107316196,0.0,1,0,1,0
clean,bge-reranker-v2-m3,cseo,retail,5,10,10,10,0.00021052324154879898,0.00021052283409517258,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,retail,6,10,2,2,0.0015897327102720737,0.0015897373668849468,0.0,0,0,1,0
clean,bge-reranker-v2-m3,cseo,retail,7,10,4,4,0.0009846691973507404,0.0009846704779192805,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,retail,8,10,6,6,0.0006505759083665907,0.0006505771889351308,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,retail,9,10,9,9,0.0004034033336210996,0.00040340368286706507,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,retail,10,10,5,5,0.000901662337128073,0.0009016627445816994,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,videogames,1,10,5,5,0.05913170427083969,0.05913162976503372,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,videogames,2,10,1,1,0.08818971365690231,0.08818977326154709,0.0,1,0,1,0
clean,bge-reranker-v2-m3,cseo,videogames,3,10,10,10,0.005325957201421261,0.005325954873114824,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,videogames,4,10,7,7,0.04652293398976326,0.046522703021764755,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,videogames,5,10,8,8,0.02648806944489479,0.026488088071346283,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,videogames,6,10,9,9,0.005919719580560923,0.005919710732996464,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,videogames,7,10,2,2,0.07796990871429443,0.07796990871429443,0.0,0,0,1,0
clean,bge-reranker-v2-m3,cseo,videogames,8,10,4,4,0.07600802183151245,0.07600804418325424,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,videogames,9,10,3,3,0.07760050147771835,0.07760050147771835,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,videogames,10,10,6,6,0.04900941252708435,0.04900948330760002,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,web,1,10,10,10,3.8717000279575586e-05,3.871644730679691e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,web,2,10,9,9,4.808072480955161e-05,4.808059020433575e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,web,3,10,1,1,0.00038071113522164524,0.00038071186281740665,0.0,1,0,1,0
clean,bge-reranker-v2-m3,cseo,web,4,10,7,7,9.590448462404311e-05,9.590448462404311e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,web,5,10,2,2,0.00032165602897293866,0.0003216563491150737,0.0,0,0,1,0
clean,bge-reranker-v2-m3,cseo,web,6,10,4,4,0.000161293224664405,0.00016129383584484458,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,web,7,10,8,8,7.8023032983765e-05,7.802326581440866e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,web,8,10,6,6,0.0001152206605183892,0.0001152207623817958,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,web,9,10,5,5,0.00015550816897302866,0.00015550847456324846,0.0,0,0,0,0
clean,bge-reranker-v2-m3,cseo,web,10,10,3,3,0.0001845176302595064,0.00018451693176757544,0.0,0,0,0,0
