method,base_method,ranker,dataset,category,target_idx,target_name,L,K,agg,r_before,r_after,ranks_before,ranks_after,nrg,success@0.1,promote@0.1,success@0.2,promote@0.2,kvr,kvr_hits,kvr_suffix_only,kvr_orig,adv_len_chars,suffix_len_chars,select_rule
zero_shot,zero_shot,gpt-4o-mini,ragroll,shampoo,8,Pantene,8,10,median,5.5,4.5,"[6, 6, 7, 6, 3, 5, 2, 8, 5, 4]","[4, 6, 7, 5, 2, 5, 2, 7, 4, 3]",0.14285714285714285,0,0,0,0,1,best,1,0,470,238,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,sleeping bag,6,Sea to Summit,8,10,median,5.5,5.0,"[7, 5, 6, 3, 6, 6, 4, 6, 5, 5]","[5, 3, 6, 3, 6, 5, 4, 5, 5, 4]",0.07142857142857142,0,0,0,0,1,ultimate,1,0,506,289,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,sleeping bag,3,Western Mountaineering,8,10,median,3.0,3.0,"[3, 4, 4, 2, 4, 1, 3, 3, 3, 3]","[3, 4, 4, 2, 4, 1, 3, 3, 3, 3]",0.0,0,0,0,0,1,ultimate,1,0,455,232,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,shampoo,4,Garnier,8,10,median,4.5,4.0,"[5, 7, 3, 7, 2, 3, 2, 5, 4, 5]","[5, 7, 2, 5, 2, 2, 2, 4, 4, 5]",0.07142857142857142,0,0,0,0,0,,0,0,517,281,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,smartphone,3,LG,8,10,median,5.5,5.0,"[3, 7, 5, 3, 5, 5, 6, 6, 6, 6]","[3, 6, 5, 3, 4, 5, 6, 5, 6, 6]",0.07142857142857142,0,0,0,0,0,,0,0,455,242,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,skin cleansing brush,1,Beurer,8,10,median,6.0,6.0,"[5, 7, 6, 6, 6, 6, 6, 7, 3, 4]","[5, 5, 6, 6, 6, 7, 6, 7, 3, 4]",0.0,0,0,0,0,0,,0,0,510,293,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,skin cleansing brush,2,Liberex,8,10,median,3.0,3.0,"[2, 5, 3, 2, 3, 5, 3, 3, 2, 7]","[2, 4, 3, 2, 2, 5, 3, 3, 2, 6]",0.0,0,0,0,0,0,,0,0,508,274,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,robot vacuum,7,Ecovacs,8,10,median,4.0,4.0,"[5, 5, 4, 2, 5, 4, 4, 5, 4, 4]","[4, 5, 4, 2, 5, 3, 4, 5, 4, 4]",0.0,0,0,0,0,1,ultimate,1,0,539,284,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,slow cooker,7,All-Clad,8,10,median,2.0,1.5,"[3, 2, 3, 2, 1, 2, 3, 1, 3, 2]","[2, 2, 3, 1, 1, 2, 1, 1, 1, 2]",0.07142857142857142,0,0,1,0,0,,0,0,413,194,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,slow cooker,4,Wolf Gourmet,8,10,median,2.5,1.5,"[2, 4, 3, 2, 4, 1, 1, 2, 4, 4]","[2, 3, 1, 1, 3, 1, 1, 1, 3, 2]",0.14285714285714285,0,0,1,1,1,ultimate,1,0,383,170,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,smartphone,6,Xiaomi,8,10,median,1.0,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,0,,0,0,391,172,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,smartphone,2,Alcatel,8,10,median,8.0,8.0,"[7, 8, 8, 8, 8, 8, 8, 8, 8, 8]","[8, 8, 8, 8, 8, 8, 8, 8, 7, 8]",0.0,0,0,0,0,0,,0,0,465,250,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,screw driver,2,RIDGID,8,10,median,8.0,8.0,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",0.0,0,0,0,0,0,,0,0,421,189,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,robot vacuum,4,Samsung,8,10,median,2.5,2.0,"[2, 3, 3, 2, 2, 3, 3, 2, 2, 3]","[2, 3, 2, 1, 2, 2, 2, 1, 2, 3]",0.07142857142857142,0,0,1,1,0,,0,0,606,335,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,robot vacuum,5,Xiaomi,8,10,median,5.0,5.0,"[4, 3, 5, 5, 5, 3, 6, 6, 5, 6]","[4, 2, 5, 5, 5, 3, 5, 6, 5, 6]",0.0,0,0,0,0,0,,0,0,490,234,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,slow cooker,5,De'Longhi,8,10,median,4.0,3.0,"[4, 4, 3, 4, 2, 4, 4, 4, 3, 4]","[3, 3, 3, 4, 2, 3, 3, 4, 3, 2]",0.14285714285714285,0,0,0,0,0,,0,0,496,270,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,smartphone,8,Huawei,8,10,median,4.0,3.0,"[6, 3, 3, 5, 2, 4, 3, 4, 5, 4]","[6, 3, 3, 5, 2, 3, 3, 4, 4, 2]",0.14285714285714285,0,0,0,0,0,,0,0,400,189,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,slow cooker,8,Presto,8,10,median,5.5,5.5,"[7, 7, 6, 5, 6, 6, 5, 5, 5, 5]","[7, 7, 6, 5, 6, 6, 5, 5, 5, 5]",0.0,0,0,0,0,1,ultimate,1,0,379,165,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,sleeping bag,7,Mountain Hardwear,8,10,median,2.0,2.0,"[2, 1, 2, 2, 1, 2, 2, 1, 3, 2]","[2, 1, 2, 2, 1, 2, 1, 1, 2, 2]",0.0,0,0,1,0,1,ultimate,1,0,480,251,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,sleeping bag,8,Marmot,8,10,median,5.5,5.5,"[5, 6, 6, 2, 4, 4, 6, 5, 8, 6]","[5, 6, 6, 3, 2, 4, 6, 5, 7, 6]",0.0,0,0,0,0,1,ultimate,1,0,395,187,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,robot vacuum,1,BISSELL,8,10,median,6.0,6.0,"[6, 6, 5, 6, 7, 7, 6, 5, 6, 6]","[4, 6, 5, 6, 7, 6, 6, 5, 6, 6]",0.0,0,0,0,0,0,,0,0,564,266,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,robot vacuum,3,ILIFE,8,10,median,8.0,8.0,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",0.0,0,0,0,0,0,,0,0,519,273,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,smartphone,1,Oppo,8,10,median,7.0,6.0,"[5, 7, 6, 7, 7, 7, 7, 6, 7, 7]","[4, 7, 6, 6, 7, 4, 6, 5, 6, 6]",0.14285714285714285,0,0,0,0,1,best,1,0,439,220,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,smartphone,4,Sony,8,10,median,3.0,2.0,"[5, 4, 5, 2, 7, 4, 2, 2, 2, 2]","[2, 3, 4, 2, 3, 2, 2, 2, 2, 2]",0.14285714285714285,0,0,1,1,0,,0,0,428,224,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,slow cooker,2,Philips,8,10,median,7.0,5.0,"[5, 7, 7, 7, 7, 7, 5, 7, 7, 7]","[5, 5, 7, 5, 7, 5, 3, 5, 5, 5]",0.2857142857142857,0,0,0,0,0,,0,0,461,250,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,robot vacuum,8,Shark,8,10,median,2.0,2.0,"[3, 2, 3, 2, 2, 3, 2, 2, 4, 2]","[3, 2, 2, 2, 2, 2, 2, 2, 4, 2]",0.0,0,0,1,0,1,ensure,1,0,516,244,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,slow cooker,6,West Bend,8,10,median,5.0,5.0,"[6, 5, 6, 5, 5, 5, 5, 5, 6, 6]","[5, 5, 6, 5, 5, 5, 5, 5, 7, 6]",0.0,0,0,0,0,0,,0,0,443,229,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,solid state drive,7,Kingston,8,10,median,1.0,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,1,ultimate,1,0,469,262,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,skin cleansing brush,5,Braun,8,10,median,5.5,5.5,"[6, 6, 6, 6, 3, 4, 3, 7, 5, 5]","[6, 6, 6, 6, 3, 3, 3, 7, 5, 3]",0.0,0,0,0,0,0,,0,0,510,279,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,solid state drive,2,Transcend,8,10,median,4.5,3.0,"[4, 3, 5, 6, 5, 6, 4, 5, 3, 3]","[3, 3, 5, 3, 4, 4, 3, 4, 3, 3]",0.21428571428571427,0,0,0,0,0,,0,0,461,262,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,solid state drive,1,Apacer,8,10,median,3.0,3.0,"[3, 3, 3, 5, 3, 6, 3, 3, 5, 4]","[3, 3, 3, 4, 3, 6, 3, 3, 5, 3]",0.0,0,0,0,0,0,,0,0,457,236,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,smartphone,7,Samsung,8,10,median,3.0,2.0,"[9, 4, 2, 3, 3, 2, 3, 3, 3, 3]","[2, 3, 2, 1, 2, 2, 1, 3, 1, 2]",0.14285714285714285,0,0,1,1,0,,0,0,410,198,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,smartphone,5,OnePlus,8,10,median,5.0,4.5,"[2, 5, 5, 2, 2, 5, 5, 6, 2, 5]","[2, 5, 4, 2, 1, 5, 5, 5, 2, 5]",0.07142857142857142,0,0,0,0,0,,0,0,452,253,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,slow cooker,3,Breville,8,10,median,2.5,1.0,"[1, 3, 3, 4, 1, 4, 3, 1, 2, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.21428571428571427,1,1,1,1,1,ultimate,1,0,416,197,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,skin cleansing brush,6,Shiseido,8,10,median,7.0,6.5,"[7, 3, 6, 7, 5, 7, 7, 7, 6, 7]","[6, 3, 6, 7, 5, 7, 7, 7, 6, 7]",0.07142857142857142,0,0,0,0,0,,0,0,445,230,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,solid state drive,4,PNY,8,10,median,4.0,4.0,"[5, 3, 6, 4, 3, 6, 3, 4, 3, 7]","[5, 3, 7, 4, 3, 7, 3, 4, 3, 7]",0.0,0,0,0,0,0,,0,0,449,252,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,skin cleansing brush,4,Vanity Planet,8,10,median,8.0,8.0,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",0.0,0,0,0,0,1,boost,0,1,505,271,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,solid state drive,6,Crucial,8,10,median,6.0,5.5,"[7, 8, 4, 3, 3, 6, 6, 6, 4, 7]","[6, 6, 5, 3, 3, 5, 6, 6, 4, 7]",0.07142857142857142,0,0,0,0,0,,0,0,393,188,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,solid state drive,8,Gigabyte,8,10,median,8.0,8.0,"[8, 8, 5, 8, 8, 4, 8, 8, 8, 8]","[8, 8, 4, 7, 8, 3, 7, 8, 8, 8]",0.0,0,0,0,0,1,superior,1,0,497,289,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,skin cleansing brush,7,Mary Kay,8,10,median,3.5,3.0,"[4, 4, 5, 3, 4, 3, 5, 3, 2, 2]","[4, 4, 3, 3, 3, 3, 4, 3, 1, 2]",0.07142857142857142,0,0,0,0,0,,0,0,416,213,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,skin cleansing brush,8,FOREO,8,10,median,1.0,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,0,,0,0,464,232,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,skin cleansing brush,3,Soniclear,8,10,median,3.0,2.0,"[3, 3, 2, 2, 3, 2, 4, 3, 2, 3]","[2, 2, 2, 2, 3, 2, 3, 3, 2, 2]",0.14285714285714285,0,0,1,1,0,,0,0,487,269,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,solid state drive,3,Silicon Power,8,10,median,6.0,5.5,"[6, 3, 8, 6, 4, 6, 7, 6, 4, 3]","[5, 3, 8, 6, 4, 6, 8, 6, 3, 3]",0.07142857142857142,0,0,0,0,0,,0,0,530,319,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,robot vacuum,2,Miele,8,10,median,7.0,7.0,"[7, 7, 6, 3, 7, 6, 7, 7, 7, 7]","[7, 7, 3, 3, 7, 6, 7, 4, 7, 7]",0.0,0,0,0,0,0,,0,0,508,246,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,space heater,4,Honeywell,8,10,median,5.0,5.0,"[4, 5, 6, 7, 7, 5, 5, 5, 7, 3]","[2, 5, 7, 7, 7, 5, 5, 7, 5, 2]",0.0,0,0,0,0,1,priority|top,1,0,466,252,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,space heater,7,Lasko,8,10,median,5.5,5.0,"[7, 6, 3, 6, 5, 4, 2, 5, 6, 6]","[5, 6, 3, 6, 5, 4, 3, 4, 5, 5]",0.07142857142857142,0,0,0,0,0,,0,0,513,304,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,space heater,5,Dr. Infrared Heater,8,10,median,2.0,1.0,"[3, 2, 1, 1, 1, 2, 1, 2, 2, 2]","[1, 1, 1, 1, 1, 2, 1, 1, 1, 2]",0.14285714285714285,1,1,1,0,1,ultimate,1,0,483,268,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,space heater,1,Heat Storm,8,10,median,8.0,8.0,"[8, 8, 8, 8, 8, 7, 8, 5, 8, 8]","[8, 8, 8, 8, 8, 7, 8, 5, 8, 8]",0.0,0,0,0,0,0,,0,0,429,207,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,string trimmer,3,Honda,8,10,median,1.0,1.0,"[1, 1, 8, 8, 1, 2, 1, 2, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,1,superior,1,1,471,257,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,solid state drive,5,XPG,8,10,median,2.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",0.0,0,0,1,0,1,ultimate,1,0,487,286,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,string trimmer,4,CRAFTSMAN,8,10,median,3.0,1.5,"[3, 7, 2, 3, 4, 1, 4, 2, 3, 5]","[1, 7, 2, 1, 1, 1, 2, 1, 2, 5]",0.21428571428571427,0,0,1,1,0,,0,0,500,278,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,space heater,2,Dreo,8,10,median,2.5,2.5,"[2, 3, 1, 2, 3, 3, 3, 2, 1, 4]","[1, 3, 1, 1, 3, 3, 3, 2, 1, 3]",0.0,0,0,0,0,0,,0,0,358,149,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tent,1,Snugpak,8,10,median,7.0,3.5,"[4, 7, 8, 7, 8, 7, 3, 7, 7, 5]","[1, 3, 5, 2, 4, 3, 1, 4, 7, 5]",0.5,0,0,0,0,0,,0,0,432,208,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,space heater,8,Dyson,8,10,median,1.0,1.0,"[1, 1, 1, 1, 1, 8, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 8, 1, 1, 1, 1]",0.0,1,0,1,0,0,,0,0,489,263,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tablet,5,Huawei,8,10,median,1.0,1.0,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,0,,0,0,502,285,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tent,8,NEMO,8,10,median,1.0,1.0,"[2, 1, 1, 1, 1, 2, 1, 2, 2, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,1,ultimate,1,0,460,227,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,string trimmer,1,RedMax,8,10,median,6.5,5.5,"[6, 3, 8, 8, 7, 3, 8, 8, 6, 2]","[6, 3, 8, 8, 7, 2, 5, 8, 1, 1]",0.14285714285714285,0,0,0,0,0,,0,0,435,223,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,string trimmer,2,Toro,8,10,median,4.0,3.0,"[2, 5, 4, 1, 3, 7, 1, 7, 4, 7]","[2, 5, 3, 1, 3, 7, 1, 3, 4, 7]",0.14285714285714285,0,0,0,0,1,ultimate,1,0,415,197,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,space heater,6,De’Longhi,8,10,median,4.5,4.0,"[5, 4, 4, 6, 6, 4, 5, 2, 3, 7]","[5, 4, 3, 5, 6, 2, 4, 2, 3, 6]",0.07142857142857142,0,0,0,0,0,,0,0,455,235,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tablet,4,LG,8,10,median,6.0,6.0,"[6, 7, 8, 7, 6, 6, 7, 6, 6, 6]","[6, 7, 8, 7, 6, 6, 7, 6, 6, 6]",0.0,0,0,0,0,0,,0,0,496,291,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tent,7,Marmot,8,10,median,3.0,2.0,"[6, 3, 4, 2, 2, 3, 4, 3, 2, 5]","[4, 2, 2, 2, 1, 3, 3, 1, 2, 5]",0.14285714285714285,0,0,1,1,0,,0,0,413,214,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tool chest,6,Milwaukee,8,10,median,2.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 2, 1, 2, 2, 2, 2, 2, 1, 2]",0.0,0,0,1,0,0,,0,0,477,267,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tablet,1,Alcatel,8,10,median,7.0,7.0,"[7, 6, 7, 7, 7, 7, 7, 7, 7, 7]","[7, 6, 7, 7, 6, 7, 7, 7, 7, 7]",0.0,0,0,0,0,0,,0,0,455,241,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tool chest,5,Montezuma,8,10,median,4.0,4.0,"[5, 3, 3, 4, 6, 5, 4, 3, 4, 4]","[4, 3, 3, 4, 4, 4, 4, 3, 4, 4]",0.0,0,0,0,0,1,ultimate,1,0,466,254,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,space heater,3,Pelonis,8,10,median,6.5,5.5,"[5, 7, 5, 6, 6, 6, 7, 7, 7, 7]","[3, 6, 3, 7, 5, 5, 7, 7, 6, 3]",0.14285714285714285,0,0,0,0,0,,0,0,468,244,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tool chest,8,CRAFTSMAN,8,10,median,1.0,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,0,,0,0,429,219,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,string trimmer,7,BLACK+DECKER,8,10,median,6.0,5.0,"[8, 5, 7, 6, 7, 6, 4, 5, 6, 5]","[8, 5, 8, 6, 7, 3, 3, 5, 4, 5]",0.14285714285714285,0,0,0,0,0,,0,0,504,300,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tablet,2,CHUWI,8,10,median,8.0,8.0,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",0.0,0,0,0,0,0,,0,0,366,189,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,string trimmer,5,Makita,8,10,median,3.0,2.0,"[4, 2, 3, 2, 4, 3, 4, 2, 3, 4]","[3, 1, 2, 2, 3, 3, 4, 1, 2, 2]",0.14285714285714285,0,0,1,1,0,,0,0,476,258,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tablet,7,Acer,8,10,median,5.0,5.0,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",0.0,0,0,0,0,0,,0,0,352,143,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tent,5,Zpacks,8,10,median,1.0,1.0,"[1, 6, 6, 1, 1, 1, 2, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,0,,0,0,418,228,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tablet,3,Google,8,10,median,3.5,3.5,"[3, 3, 1, 4, 3, 4, 4, 3, 4, 4]","[1, 3, 1, 4, 1, 4, 4, 3, 4, 4]",0.0,0,0,0,0,1,ultimate,1,0,402,222,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tent,4,Mountain Hardwear,8,10,median,5.0,4.0,"[5, 7, 2, 5, 4, 6, 5, 2, 4, 5]","[4, 4, 2, 4, 2, 6, 5, 1, 3, 5]",0.14285714285714285,0,0,0,0,0,,0,0,448,217,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tool chest,1,Steel Triangle,8,10,median,6.0,5.0,"[6, 5, 5, 6, 8, 5, 6, 5, 6, 8]","[4, 4, 5, 5, 7, 5, 6, 5, 6, 8]",0.14285714285714285,0,0,0,0,1,ultimate,1,0,433,234,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,string trimmer,6,DeWalt,8,10,median,3.0,2.0,"[5, 1, 4, 6, 3, 3, 6, 3, 3, 2]","[4, 1, 2, 2, 2, 2, 1, 3, 2, 2]",0.14285714285714285,0,0,1,1,0,,0,0,450,235,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tool chest,3,Extreme Tools,8,10,median,3.0,3.0,"[3, 3, 3, 3, 4, 4, 3, 3, 5, 3]","[3, 3, 3, 2, 4, 3, 3, 3, 3, 3]",0.0,0,0,0,0,1,ultimate,1,0,474,270,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tent,2,TETON Sports,8,10,median,6.0,4.0,"[3, 6, 6, 4, 6, 4, 6, 8, 7, 7]","[2, 3, 4, 4, 5, 3, 5, 4, 5, 3]",0.2857142857142857,0,0,0,0,0,,0,0,432,208,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tablet,8,Apple,8,10,median,3.0,1.0,"[4, 2, 3, 3, 3, 1, 3, 3, 2, 4]","[4, 1, 1, 2, 1, 1, 1, 1, 1, 3]",0.2857142857142857,1,1,1,1,0,,0,0,453,244,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,wet-dry vacuum,1,Makita,8,10,median,7.0,5.5,"[6, 6, 3, 4, 8, 8, 5, 8, 8, 8]","[1, 6, 2, 3, 8, 8, 4, 8, 5, 8]",0.21428571428571427,0,0,0,0,1,ultimate,1,0,454,257,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,wifi router,2,Synology,8,10,median,5.0,5.0,"[4, 3, 4, 5, 6, 5, 4, 5, 5, 6]","[4, 3, 4, 5, 6, 5, 4, 5, 5, 5]",0.0,0,0,0,0,0,,0,0,400,192,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tool chest,4,Homak,8,10,median,8.0,8.0,"[8, 8, 7, 8, 8, 7, 8, 8, 8, 8]","[8, 8, 7, 8, 8, 7, 7, 8, 8, 8]",0.0,0,0,0,0,1,ensure|top,1,1,454,244,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tool chest,2,Viper,8,10,median,6.0,6.5,"[4, 6, 8, 6, 7, 5, 6, 6, 7, 5]","[4, 8, 8, 6, 7, 5, 6, 7, 8, 6]",-0.07142857142857142,0,0,0,0,1,top,1,1,411,197,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tent,3,Terra Nova,8,10,median,8.0,8.0,"[8, 4, 8, 8, 8, 8, 8, 7, 3, 8]","[8, 3, 8, 8, 8, 8, 8, 8, 3, 8]",0.0,0,0,0,0,0,,0,0,436,245,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tablet,6,Samsung,8,10,median,2.0,2.0,"[2, 2, 2, 1, 3, 2, 2, 2, 2, 2]","[1, 2, 2, 1, 2, 1, 2, 2, 2, 1]",0.0,0,0,1,0,0,,0,0,453,261,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tent,6,The North Face,8,10,median,5.0,5.0,"[7, 5, 5, 6, 7, 3, 5, 5, 5, 7]","[6, 5, 1, 3, 7, 3, 5, 5, 4, 5]",0.0,0,0,0,0,0,,0,0,435,239,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,tool chest,7,DEWALT,8,10,median,5.5,5.5,"[7, 7, 5, 5, 6, 8, 6, 3, 5, 5]","[7, 7, 5, 4, 7, 6, 8, 3, 3, 3]",0.0,0,0,0,0,1,top,0,1,466,260,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,wet-dry vacuum,8,Kärcher,8,10,median,6.5,5.0,"[7, 5, 6, 7, 8, 7, 6, 4, 6, 7]","[7, 4, 6, 5, 4, 6, 5, 2, 5, 7]",0.21428571428571427,0,0,0,0,0,,0,0,486,298,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,washing machine,3,Zanussi,8,10,median,7.5,8.0,"[7, 7, 8, 8, 7, 8, 6, 8, 7, 8]","[8, 7, 8, 8, 6, 8, 6, 8, 7, 8]",-0.07142857142857142,0,0,0,0,1,top|ultimate,1,1,540,338,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,string trimmer,8,Husqvarna,8,10,median,6.0,6.0,"[7, 6, 6, 6, 6, 2, 7, 6, 3, 3]","[7, 6, 6, 6, 6, 2, 7, 6, 3, 3]",0.0,0,0,0,0,0,,0,0,444,224,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,washing machine,1,Beko,8,10,median,7.0,7.0,"[8, 7, 8, 7, 7, 8, 7, 7, 7, 7]","[7, 6, 8, 7, 7, 8, 7, 7, 7, 7]",0.0,0,0,0,0,0,,0,0,481,266,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,wifi router,5,D-Link,8,10,median,3.0,3.0,"[3, 3, 3, 5, 3, 5, 3, 4, 3, 3]","[3, 3, 3, 3, 1, 4, 2, 3, 2, 3]",0.0,0,0,0,0,0,,0,0,454,247,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,wifi router,6,Linksys,8,10,median,5.0,4.5,"[6, 6, 6, 4, 5, 4, 4, 5, 5, 7]","[6, 6, 4, 3, 5, 4, 4, 4, 5, 7]",0.07142857142857142,0,0,0,0,0,,0,0,430,226,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,washing machine,4,Hotpoint,8,10,median,5.0,5.0,"[6, 5, 4, 5, 5, 5, 5, 6, 6, 6]","[5, 5, 3, 5, 5, 3, 4, 6, 5, 6]",0.0,0,0,0,0,0,,0,0,516,307,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,wifi router,7,TP-Link,8,10,median,7.0,7.0,"[7, 7, 7, 6, 7, 7, 6, 7, 7, 7]","[7, 7, 7, 6, 7, 7, 7, 7, 7, 7]",0.0,0,0,0,0,0,,0,0,433,221,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,washing machine,8,GE,8,10,median,3.5,3.0,"[5, 4, 4, 5, 3, 3, 3, 3, 5, 2]","[5, 3, 4, 3, 2, 2, 3, 3, 4, 1]",0.07142857142857142,0,0,0,0,0,,0,0,467,267,single
